address,start_time,end_time,start_price,end_price,increase_factor,duration,total_volume
3gHTnDrkd6x4ERgR6i8mpTkpEajxkDS2rtw534TN7AoW,2024-10-01 01:00:00+00:00,2024-10-01 01:30:00+00:00,7.932012675075478e-05,0.0004940562524125562,6.228636698539503,30.0,1979070795.6566696
4CejUSxbgDXpLwFDyzgG8Ey8r6A3qwtCnLYwN4gRyRFC,2024-09-29 14:15:00+00:00,2024-09-29 15:15:00+00:00,0.05367834538606383,0.28967526545213707,5.396501389317109,60.0,667097.3040783838
4CejUSxbgDXpLwFDyzgG8Ey8r6A3qwtCnLYwN4gRyRFC,2024-09-29 14:30:00+00:00,2024-09-29 15:30:00+00:00,0.05352265236224629,0.302889875199512,5.65909688386751,60.0,839489.4849149758
4CejUSxbgDXpLwFDyzgG8Ey8r6A3qwtCnLYwN4gRyRFC,2024-09-30 01:15:00+00:00,2024-09-30 01:45:00+00:00,2.7757875754753918e-08,2.754963963548315e-07,9.92498124816518,30.0,1434294779.8409755
4LDT8u5BcVf2acdWJsqz45yaFsXBCsjY79ERLXX6pump,2024-09-30 18:30:00+00:00,2024-09-30 19:30:00+00:00,0.00022845817979534662,0.003433587072873141,15.029389956397956,60.0,1125780818.406834
4LDT8u5BcVf2acdWJsqz45yaFsXBCsjY79ERLXX6pump,2024-09-30 18:45:00+00:00,2024-09-30 19:30:00+00:00,0.00023142037675909457,0.003433587072873141,14.837012716678178,45.0,1536065633.4408488
4LDT8u5BcVf2acdWJsqz45yaFsXBCsjY79ERLXX6pump,2024-09-30 19:00:00+00:00,2024-09-30 19:30:00+00:00,0.00024152919635160412,0.003433587072873141,14.21603319490504,30.0,1920075422.092508
4LDT8u5BcVf2acdWJsqz45yaFsXBCsjY79ERLXX6pump,2024-09-30 19:15:00+00:00,2024-09-30 19:30:00+00:00,0.00023829490006939012,0.003433587072873141,14.408982617224709,15.0,2109339864.607224
4j2gUEmfbSAacvSSd6yXo8yEzXCAUVeoXrqLVV3apump,2024-09-29 18:15:00+00:00,2024-09-29 19:15:00+00:00,8.896160452041261e-05,0.00047351403828120825,5.322678708796877,60.0,2741032385.3013697
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 04:45:00+00:00,2024-09-30 05:45:00+00:00,0.00017506012181215964,0.0011383599270333293,6.502679852209831,60.0,1216826079.0409896
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 05:00:00+00:00,2024-09-30 05:45:00+00:00,8.276870321224466e-05,0.0011383599270333293,13.753506855293127,45.0,1036573758.5606619
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 05:15:00+00:00,2024-09-30 05:45:00+00:00,3.2716337844474e-05,0.0011383599270333293,34.79484569589764,30.0,619772785.0404193
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 05:30:00+00:00,2024-09-30 05:45:00+00:00,2.2195316354213394e-05,0.0011383599270333293,51.28829474049066,15.0,250794526.20302975
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 16:45:00+00:00,2024-09-30 17:45:00+00:00,9.014310515681411e-08,0.000716395731275165,7947.315882106721,60.0,419415.50065115205
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 17:00:00+00:00,2024-09-30 17:45:00+00:00,9.014310515681411e-08,0.000716395731275165,7947.315882106721,45.0,468258.076613905
