address,start_time,end_time,start_price,end_price,increase_factor,duration,total_volume
4CejUSxbgDXpLwFDyzgG8Ey8r6A3qwtCnLYwN4gRyRFC,2024-09-30 01:15:00+00:00,2024-09-30 01:30:00+00:00,2.7757875754753918e-08,2.629202830199764e-07,9.471916559571303,15.0,1421159326.4298859
4LDT8u5BcVf2acdWJsqz45yaFsXBCsjY79ERLXX6pump,2024-09-30 19:15:00+00:00,2024-09-30 19:30:00+00:00,0.00023829490006939012,0.003433587072873141,14.408982617224709,15.0,1102425518.2328968
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 05:30:00+00:00,2024-09-30 05:45:00+00:00,2.2195316354213394e-05,0.0011383599270333293,51.28829474049066,15.0,240719475.59902403
6bpjeELchA92GxGkpcb9EHX1mQA1EhW7uRL49oP8dgtw,2024-09-30 17:30:00+00:00,2024-09-30 17:45:00+00:00,9.014310515681411e-08,0.000716395731275165,7947.315882106721,15.0,419415.50065115205
8V4RtPRHdAjuSE5cPijYoAnTEUk3NHJp3RoxCCqppump,2024-09-26 19:30:00+00:00,2024-09-26 19:45:00+00:00,7.221442033082719e-05,0.0006550483383206107,9.07087996164363,15.0,4582497191.752146
9mt4LkTG28B1mQKPjCKkGwMjGywS9q3v59XBomFNpump,2024-09-27 22:30:00+00:00,2024-09-27 22:45:00+00:00,1.517836212888215e-05,0.00017752779339212294,11.696110020613762,15.0,7443813927.888145
AqaMVjPS7sauunxejZf3fRUME7Dd5fevS4HdpZmVH52T,2024-10-01 05:30:00+00:00,2024-10-01 05:45:00+00:00,0.001223851507561138,0.24876378991777057,203.26304979065728,15.0,552794137.6775696
CS7LmjtuugEUWtFgfyto79nrksKigv7Fdcp9qPuigdLs,2024-09-26 04:45:00+00:00,2024-09-26 05:00:00+00:00,9.239309589280296e-05,0.0008536813482297258,9.23966601595633,15.0,1983346246.130082
ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,2024-09-10 22:00:00+00:00,2024-09-10 22:15:00+00:00,1.1585597289238607e-05,7.743224577073787e-05,6.683491911345956,15.0,1832239550.2594948
EfBuJCMve4mBUPVgyjWrQzjXqfYyu23ThrY4bEXtpump,2024-09-18 10:15:00+00:00,2024-09-18 10:30:00+00:00,2.219041559583892e-06,0.0002349903697417975,105.89723690702854,15.0,989765053.955241
EfBuJCMve4mBUPVgyjWrQzjXqfYyu23ThrY4bEXtpump,2024-09-18 10:30:00+00:00,2024-09-18 10:45:00+00:00,0.0002349903697417975,0.00870248330686766,37.033361479577934,15.0,997724742.2991459
G7MyDWxMVXL6R4sa9efxDnqMXBogcb6EPNC4Y8eDpump,2024-09-29 22:15:00+00:00,2024-09-29 22:30:00+00:00,6.597062336405289e-06,3.736527959707088e-05,5.663927016556139,15.0,2197486141.16898
iQuoGfqmXh6J3PShHDntayXGVixfp44wzGkVaH8r8RE,2024-09-28 01:30:00+00:00,2024-09-28 01:45:00+00:00,6.914132385391318e-05,0.00037539258878383343,5.42935205546527,15.0,1193434141.7132885
nrq7aErKK5bHyVFMCKaoTXFHbq4oC9N6vsn1cLG3wHi,2024-09-29 13:15:00+00:00,2024-09-29 13:30:00+00:00,0.02361931036724005,0.17394961461139027,7.364720303292943,15.0,11919631.862627355
